Unnamed: 0,Time,LON,LAT,Temperature above oceans,Air density above oceans,Max wave height,Swell period,Wind wave period,Wave period,Sea surface temperature,Combined wind waves and swell height,Swell height,Wind wave height,Surface pressure,SOG,COG,Heading,Width,Length,Draught,Wind Speed,Current Speed,True Wind Direction,True Current Direction,True Swell Direction,True Wind Wave Direction,True Wave Direction
8,2021-01-01 08:00:00,14.572800053511706,55.11808990802676,276.900390625,1.261916160583496,1.661037802696228,4.291309356689453,3.6674575805664062,3.757862091064453,279.6995849609375,0.8654130697250366,0.3238922357559204,0.8019561767578125,100538.0,14.087290969899668,293.2112040133779,266.3545150501672,25.0,158.0,5.0,7.648595183831469,100538.0,94.67923401233251,176.3545150501672,78.90892789196408,87.59268948864377,86.94915005993283
9,2021-01-01 09:00:00,14.150895215652174,55.26179882782609,276.70556640625,1.2622346878051758,1.5016374588012695,4.187211036682129,3.1456069946289062,3.803910255432129,279.8203125,0.7856746315956116,0.452439546585083,0.5780487060546875,100602.75,18.14869565217392,302.2744347826087,300.1304347826087,25.0,158.0,5.0,6.700397065144127,100602.75000003428,68.88437720554163,149.8695179277671,134.54858663807744,115.01520040760867,120.971331389054
10,2021-01-01 10:00:00,13.827534065764024,55.399500050290136,276.309814453125,1.256281852722168,1.2355284690856934,4.012717247009277,2.120399475097656,3.819602012634277,,0.6546356081962585,0.556524932384491,0.2364349365234375,100173.0625,10.077369439071568,163.64429400386848,209.605415860735,25.0,158.0,5.0,4.0894722065687805,100173.0625,150.50108877649467,119.605415860735,38.78495077284438,27.394112149797508,31.98671774061782
11,2021-01-01 11:00:00,13.844633900249375,55.39366781296758,276.39990234375,1.256545066833496,1.2043967247009275,4.02000904083252,2.09030818939209,3.82054615020752,,0.6387822031974792,0.5554049015045166,0.2261810302734375,100184.1875,11.430922693266831,131.50648379052367,182.02992518703243,25.0,158.0,5.0,3.82150147801012,100184.1875,174.25598250969165,92.02992518703245,11.59784205714962,6.938260237772255,4.612765152852745
12,2021-01-01 12:00:00,14.169006119800333,55.24969941098169,277.134033203125,1.2628297805786133,1.2759069204330444,4.095174789428711,3.029945373535156,3.815267562866211,279.8203125,0.6740806102752686,0.5983734130859375,0.263031005859375,100630.8125,18.1252911813644,126.29251247920132,125.87520798668884,25.0,158.0,5.0,5.479352572234211,100630.8125000384,102.75641626546256,35.87525803137818,47.5482386685846,68.04129591956116,53.84128371252992
13,2021-01-01 13:00:00,14.58252415831987,55.10926932956381,277.248779296875,1.2620525360107422,1.256175518035889,4.109553337097168,2.2990493774414062,3.845271110534668,279.6995849609375,0.6643953323364258,0.61102294921875,0.254058837890625,100555.875,13.030533117932148,140.47641357027462,112.90630048465266,25.0,158.0,5.0,5.385311129654497,100555.875,83.55070195640181,22.90630048465266,62.9516249303864,96.83126360226144,67.83405596065984
15,2021-01-01 15:00:00,14.630046680170576,55.10097797441365,277.313232421875,1.2614479064941406,1.126986742019653,4.0320234298706055,2.227210998535156,3.8237714767456055,279.8583984375,0.5993446707725525,0.562347412109375,0.19012451171875,100527.0625,9.868017057569295,295.91087420042646,235.82089552238807,25.0,158.0,5.0,4.437185898839942,100527.0625000204,161.46228857252822,145.8209320097007,59.94923719719276,22.44559034660682,55.37230238273963
16,2021-01-01 16:00:00,14.235177736462092,55.18085657581228,277.391845703125,1.261124610900879,0.9708003997802734,3.910659790039064,2.7569351196289062,3.6641998291015625,279.8203125,0.5191748142242432,0.47283935546875,0.17559814453125,100662.625,18.335559566787,288.23104693140795,285.7274368231047,25.0,158.0,5.0,4.675600125986017,100662.625,115.01551907272496,164.2725631768953,110.2753341619719,62.54605559751872,103.14255217955002
17,2021-01-01 17:00:00,13.817008494296578,55.22528520532319,277.04833984375,1.2625131607055664,0.9067690968513488,3.737759590148926,2.868324279785156,3.430874824523926,279.7103271484375,0.4884608387947082,0.4075717031955719,0.2156829833984375,100627.6875,18.221673003802284,274.62433460076045,272.1102661596958,25.0,158.0,5.0,4.595755765688853,100627.6875,138.0083794802846,177.8897338403042,99.21086735598487,26.76149601809422,81.91075749270362
18,2021-01-01 18:00:00,13.165546753246751,55.25118787569573,276.544921875,1.2632732391357422,0.8787195682525635,3.547224998474121,2.4367074966430664,3.144148826599121,279.5069580078125,0.4761784076690674,0.3584291338920593,0.2970428466796875,100630.0,18.21317254174397,273.68831168831167,271.6233766233766,25.0,158.0,5.0,4.378493595196108,100630.00000002272,150.3636476282068,178.37658487825513,90.98996903060316,23.881112829431288,64.61342789290785
19,2021-01-01 19:00:00,12.69409795024077,55.31079836276084,275.54296875,,,,,,,,,,100653.3125,17.150722311396468,298.13723916532905,296.0016051364366,25.0,158.0,5.0,2.1149027140420307,100653.3125,133.39226135785177,153.99839486356342,,,
20,2021-01-01 20:00:00,12.306055598425196,55.44784444409449,274.836181640625,1.2677011489868164,,,,,277.831787109375,,,,100523.25,11.929448818897637,268.56047244094486,251.5511811023622,25.0,158.0,5.0,1.3554151023223862,100523.25,171.9550894378673,161.5511811023622,,,
22,2021-01-01 22:00:00,12.19810807486631,55.45569843850268,274.84375,1.2677202224731443,,,,,278.322509765625,,,,100571.0625,1.420855614973262,258.9451871657754,105.072192513369,25.0,158.0,5.0,1.3697722340905345,100571.0625,36.6948868417804,15.072192513369004,,,
23,2021-01-01 23:00:00,12.377218013996888,55.41693053810265,275.740234375,1.268355369567871,0.392375648021698,3.2811317443847656,3.395301818847656,3.2769813537597656,278.65673828125,0.2138872742652893,0.213531494140625,0.005706787109375,100731.3125,14.551010886469673,118.94494556765164,118.56454121306376,25.0,158.0,5.0,1.96541842967098,100731.3125,32.30861534219984,28.56454121306376,72.74043620392843,94.48768269255596,72.76741374299093
24,2021-01-02 00:00:00,12.55380755399061,55.34719023787167,275.664306640625,1.2698278427124023,0.3676710724830627,3.2377376556396484,3.419349670410156,3.2127132415771484,278.65673828125,0.2017669677734375,0.199554443359375,0.013916015625,100793.0,17.58716744913928,122.80688575899843,122.283255086072,25.0,158.0,4.8,2.0358380147376893,100793.0,15.45704210356196,32.283255086072,70.2368559979124,99.08690880311302,70.6651091717405
25,2021-01-02 01:00:00,13.006586964980544,55.23644698249027,276.547607421875,1.2641849517822266,0.5239960551261902,3.1218032836914062,1.953041076660156,2.8703384399414062,279.5458984375,0.2906634211540222,0.255126953125,0.13671875,100891.4375,18.16945525291829,101.60175097276264,100.71984435797664,25.0,158.0,4.8,3.247591629560799,100891.4375,5.096634589691604,10.71984435797664,114.999546511164,167.75568054436707,123.47095154046086
26,2021-01-02 02:00:00,13.601563795252227,55.180451394658746,276.55517578125,1.2652473449707031,0.659787118434906,3.170792579650879,2.095863342285156,2.930314064025879,279.8006591796875,0.362990140914917,0.302001953125,0.185302734375,100896.9375,18.47833827893175,98.45845697329376,97.17804154302672,25.0,158.0,4.8,3.162733032749377,100896.9375,9.25559223068636,7.178041543026723,116.09728804681696,176.9528483495514,129.43417159173887
27,2021-01-02 03:00:00,14.095628927308448,55.13835000392927,276.78466796875,1.2653427124023438,0.7777610421180725,3.453475952148437,2.61441707611084,3.294418334960937,279.81201171875,0.4193002581596374,0.38031005859375,0.143768310546875,100962.875,18.376031434184675,99.064047151277,97.92927308447938,25.0,158.0,4.8,3.575089469815147,100962.87500000052,2.08241671382369,7.9292789546507265,107.88934568993471,156.09242005713568,114.36694578759094
28,2021-01-02 04:00:00,14.585468508474577,55.09578331016949,277.082763671875,1.2638225555419922,0.9705187678337096,3.6650619506835938,1.961341857910156,3.5197982788085938,279.89892578125,0.5167715549468994,0.4820556640625,0.1607666015625,100921.375,12.562203389830508,133.17169491525425,102.63898305084746,25.0,158.0,4.8,4.083828483104731,100921.375,12.218098846350998,12.638983050847456,103.90873118255098,179.19442149016817,108.32602854583224
39,2021-01-02 15:00:00,14.689644779527558,55.098452488188975,276.284423828125,1.2763175964355469,0.6076726913452148,3.329776763916016,1.840614318847656,3.192569732666016,280.069580078125,0.3288506865501404,0.3134918212890625,0.0979156494140625,101404.25,0.0385826771653543,340.4102362204724,174.0708661417323,25.0,158.0,5.040157480314961,3.3341164883637244,101404.2500000004,3.347054884629614,84.07086105609858,43.51475092369739,179.33646062415417,48.5587572713537
40,2021-01-02 16:00:00,14.498235614307932,55.13658267962675,276.08251953125,1.2768287658691406,0.5400489568710327,3.1387386322021484,2.087172508239746,3.0247249603271484,279.89892578125,0.2940760850906372,0.281790167093277,0.0736083984375,101549.75,15.860497667185069,288.90435458786936,285.3328149300156,25.0,158.0,5.3,3.1630735788725906,101549.75,96.84442798774032,164.66718506998438,61.02428221517192,87.18657708353419,56.19070982747658
